event_id,prediction,anomaly_score,threat_type,threat_level,confidence_score,reasons
EVT00171,Normal,-0.0136977066601066,Malware,Medium Threat,53,"[""Malware payload or malicious signature detected"", ""Critical asset vulnerability present (CVSS 10.0)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00172,Normal,-0.0560402966679347,Unauthorized File Access,Normal,8,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00173,Normal,-0.0237401777766319,Malware,Low Threat,39,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00174,Normal,-0.0395619915315492,Unauthorized File Access,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00175,Normal,-0.0493733270260527,SQL Injection,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00176,Normal,-0.064321209600501,File Access,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00177,Normal,-0.0376103504672692,Privilege Escalation,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00178,Normal,-0.0266799202680199,Port Scan,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00179,Normal,-0.0293649076960311,Brute Force,Low Threat,40,"[""Elevated failed login attempts (10 attempts)"", ""Critical asset vulnerability present (CVSS 9.1)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00180,Normal,-0.0023833187966328,Brute Force,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00181,Normal,-0.0450509573092858,Port Scan,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00182,Normal,-0.0613574716301738,Privilege Escalation,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00183,Suspicious,0.0032956352549128,Malware,Critical Threat,72,"[""Malware payload or malicious signature detected"", ""Critical asset vulnerability present (CVSS 9.8)"", ""Isolation Forest flagged event as anomalous (score: 0.003296)""]"
EVT00184,Normal,-0.0420277559479074,USB / Removable Media,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00185,Normal,-0.0551251261064375,SQL Injection,Normal,8,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00186,Normal,-0.0056589475276502,Port Scan,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00187,Normal,-0.0286273494854051,Port Scan,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00188,Normal,-0.0017911571572163,Port Scan,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00189,Normal,-0.0421595435043125,USB / Removable Media,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00190,Normal,-0.0518076631112261,File Access,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00191,Normal,-0.0271494726144573,Brute Force,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00192,Normal,-0.0400398855949541,Brute Force,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00193,Normal,-0.0509228783300444,SQL Injection,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00194,Normal,-0.0092341895017473,Phishing,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00195,Suspicious,0.0047365470790812,Malware,Critical Threat,60,"[""Malware payload or malicious signature detected"", ""Isolation Forest flagged event as anomalous (score: 0.004737)""]"
EVT00196,Normal,-0.0235666194234639,USB / Removable Media,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00197,Normal,-0.0053004194277687,USB / Removable Media,Normal,31,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00198,Normal,-0.0437252072224175,SQL Injection,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00199,Normal,-0.0251575374413287,File Access,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00200,Normal,-0.0074176565850289,USB / Removable Media,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00201,Normal,-0.0428998366270161,File Access,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00202,Normal,-0.0485635815465428,SQL Injection,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00203,Normal,-0.0504001748670662,Privilege Escalation,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00204,Normal,-0.0398800253505007,USB / Removable Media,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00205,Normal,-0.0387458785809621,Brute Force,Low Threat,30,"[""Excessive failed login attempts (12 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00206,Normal,-0.0311664576647487,Phishing,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00207,Normal,-0.0512477895186478,File Access,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00208,Normal,-0.018878776849356,Privilege Escalation,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00209,Normal,-0.0502502258109868,Brute Force,Low Threat,38,"[""Excessive failed login attempts (12 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 7.3)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00210,Normal,-0.05083666639872,Privilege Escalation,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00211,Normal,-0.0371737670602219,Brute Force,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00212,Normal,-0.0156058083466719,Brute Force,Medium Threat,53,"[""Excessive failed login attempts (16 attempts exceeded threshold of 10)"", ""Critical asset vulnerability present (CVSS 9.3)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00213,Normal,-0.0445770066410414,Phishing,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00214,Normal,-0.0354697098462333,Brute Force,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00215,Normal,-0.0250615322374221,Port Scan,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00216,Suspicious,0.007937106242629,Privilege Escalation,High Threat,50,"[""Critical asset vulnerability present (CVSS 10.0)"", ""Isolation Forest flagged event as anomalous (score: 0.007937)""]"
EVT00217,Normal,-0.0799474859716751,Unauthorized File Access,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00218,Normal,-0.0692806462720154,SQL Injection,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00219,Normal,-0.0389888393365225,Privilege Escalation,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00220,Normal,-0.052063279600821,Phishing,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00221,Normal,-0.047155028803387,Brute Force,Medium Threat,45,"[""Excessive failed login attempts (15 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (18:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00222,Normal,-0.0356443847867414,USB / Removable Media,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00223,Normal,-0.0317681819612946,Malware,Medium Threat,52,"[""Malware payload or malicious signature detected"", ""High asset vulnerability present (CVSS 8.8)"", ""Activity occurred outside standard operational hours (18:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00224,Normal,-0.0524625316935341,Brute Force,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00225,Normal,-0.0339886977664551,Brute Force,Low Threat,37,"[""Elevated failed login attempts (10 attempts)"", ""Activity occurred outside standard operational hours (18:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00226,Normal,-0.0574872002693686,Privilege Escalation,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00227,Normal,-0.0689718824017583,SQL Injection,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00228,Normal,-0.0861180142114939,Unauthorized File Access,Normal,8,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00229,Normal,-0.0320073211392428,USB / Removable Media,Normal,28,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00230,Normal,-0.0564675895063099,Privilege Escalation,Normal,28,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00231,Normal,-0.0655432239734828,Port Scan,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00232,Normal,-0.0299151172218954,Malware,Medium Threat,48,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (19:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00233,Normal,-0.025538160303801,Malware,Medium Threat,43,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (19:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00234,Normal,-0.0784916840006395,Privilege Escalation,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00235,Normal,-0.0193884989497437,USB / Removable Media,Normal,30,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00236,Normal,-0.0482098365996029,SQL Injection,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00237,Normal,-0.0256649303004676,Brute Force,Medium Threat,43,"[""Excessive failed login attempts (13 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (19:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00238,Normal,-0.0549592014566043,Unauthorized File Access,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00239,Suspicious,0.010937580407256,Brute Force,Critical Threat,75,"[""Elevated failed login attempts (6 attempts)"", ""Critical asset vulnerability present (CVSS 9.3)"", ""Activity occurred outside standard operational hours (19:00)"", ""Isolation Forest flagged event as anomalous (score: 0.010938)""]"
